Scan:    605 RXSJ225148.5+341 2015-10-27 +21 26 58.0
         OPTICAL                 Tb    
        km/s-LSR                 XX
    -233.4089155569284344      0.0072068
    -232.8059972495863121     -0.0144746
    -232.2030765153003244      0.0010045
    -231.6001533539706827     -0.0027676
    -230.9972277656638937     -0.0060602
    -230.3942997503800143      0.0148692
    -229.7913693080191706      0.0172028
    -229.1884364385813626      0.0168076
    -228.5855011421331540      0.0070442
    -227.9825634186079526      0.0027565
    -227.3796232679725335     -0.0043119
    -226.7766806901935865     -0.0188621
    -226.1737356853376468     -0.0058262
    -225.5707882533381792      0.0076372
    -224.9678383941952120      0.0084254
    -224.3648861078421248      0.0170003
    -223.7619313943455097      0.0084209
    -223.1589742536720848     -0.0142968
    -222.5560146857219763     -0.0185088
    -221.9530526905950580     -0.0041917
    -221.3500882682247664      0.0245480
    -220.7471214186443547      0.0326208
    -220.1441521416874423      0.0026048
    -219.5411804375204383     -0.0140636
    -218.9382063060767507     -0.0149713
    -218.3352297472898158     -0.0058350
    -217.7322507611596620     -0.0064904
    -217.1292693477195712      0.0001650
    -216.5262855069029513     -0.0006036
    -215.9232992387430841     -0.0139352
    -215.3203105431401525     -0.0008523
    -214.7173194201940021     -0.0110238
    -214.1143258698047021     -0.0118508
    -213.5113298919390843      0.0023865
    -212.9083314866969658     -0.0010151
    -212.3053306540117262     -0.0016832
    -211.7023273938168302      0.0030686
    -211.0993217061123062      0.0253347
    -210.4963135909313792     -0.0060224
    -209.8933030482408242     -0.0059594
    -209.2902900780406412      0.0070285
    -208.6872746802308995     -0.0018145
    -208.0842568548782765     -0.0047674
    -207.4812366019827152      0.0017328
    -206.8782139214443134     -0.0007753
    -206.2751888133297200      0.0050321
    -205.6721612776056247     -0.0113676
    -205.0691313142720276      0.0011876
    -204.4660989231958013      0.0037886
    -203.8630641045433549     -0.0041041
    -203.2600268581815612      0.0023994
    -202.6569871841436452      0.0045778
    -202.0539450823631569     -0.0023813
    -201.4509005528732644     -0.0112347
    -200.8478535956740245     -0.0142407
    -200.2448042106989021      0.0027452
    -199.6417523979145301      0.0075195
    -199.0386981574208392      0.0030942
    -198.4356414891179270     -0.0082756
    -197.8325823929392584     -0.0024186
    -197.2295208689846220     -0.0029896
    -196.6264569172208212      0.0180181
    -196.0233905375812355     -0.0129886
    -195.4203217299993298     -0.0003900
    -194.8172504946082029     -0.0041497
    -194.2141768313412911      0.0151492
    -193.6111007401320308     -0.0020321
    -193.0080222209471685     -0.0240930
    -192.4049412738532681     -0.0088230
    -191.8018578988169907      0.0007643
    -191.1987720957718295     -0.0065199
    -190.5956838647843199      0.0123065
    -189.9925932057878981      0.0102112
    -189.3895001187825926      0.0057184
    -188.7864046036685295      0.0102003
    -188.1833066606120894      0.0160514
    -187.5802062894469202     -0.0189938
    -186.9771034902395286     -0.0019114
    -186.3739982628568441      0.0081999
    -185.7708906074652191      0.0196444
    -185.1677805239316115      0.0209226
    -184.5646680122559076      0.0154467
    -183.9615530724049108      0.0149737
    -183.3584357044118462     -0.0120214
    -182.7553159082434604     -0.0254465
    -182.1521936838664999     -0.0036730
    -181.5490690313141613     -0.0003215
    -180.9459419505199662      0.0045618
    -180.3428124415171681      0.0014811
    -179.7396805042058929     -0.0003793
    -179.1365461386860147      0.0086734
    -178.5334093448909414      0.0075191
    -177.9302701227874195      0.0146079
    -177.3271284723088854      0.0017071
    -176.7239843935884380     -0.0031830
    -176.1208378864929784      0.0082153
    -175.5176889510890419      0.0053528
    -174.9145375872435295     -0.0004211
    -174.3113837950562584      0.0114480
    -173.7082275744606932     -0.0009742
    -173.1050689254235238      0.0123111
    -172.5019078480113137     -0.0013368
    -171.8987443421575279      0.0034131
    -171.2955784078621662     -0.0049106
    -170.6924100450253263      0.0041194
    -170.0892392537469107      0.0045177
    -169.4860660339935805      0.0045216
    -168.8828903856988575      0.0155125
    -168.2797123088293461     -0.0021245
    -167.6765318034850054      0.0042646
    -167.0733488695659332     -0.0076880
    -166.4701635070388193     -0.0059526
    -165.8669757159370022     -0.0182420
    -165.2637854962604536     -0.0152426
    -164.6605928479758632     -0.0079148
    -164.0573977709834423     -0.0117000
    -163.4542002654162616     -0.0099367
    -162.8510003311745322      0.0153499
    -162.2477979682581974      0.0259674
    -161.6445931766340323      0.0275159
    -161.0413859563019514      0.0135933
    -160.4381763072953504      0.0025026
    -159.8349642295142985      0.0185689
    -159.2317497229587957      0.0171313
    -158.6285327876621523      0.0012531
    -158.0253134236243682      0.0110340
    -157.4220916307122877      0.0195619
    -156.8188674090590666      0.0075066
    -156.2156407585981697      0.0017539
    -155.6124116792629479      0.0127585
    -155.0091801710534583      0.0000683
    -154.4059462340029540      0.0076053
    -153.8027098681114637     -0.0005843
    -153.1994710732791418      0.0079090
    -152.5962298495059315      0.0104193
    -151.9929861968584532      0.0196783
    -151.3897401152701434      0.0018839
    -150.7864916046744099      0.0117298
    -150.1832406651710983      0.0119641
    -149.5799872966603630      0.0032624
    -148.9767314991755143     -0.0094678
    -148.3734732726166783     -0.0077080
    -147.7702126170504187      0.0113895
    -147.1669495324767354     -0.0070473
    -146.5636840188291217      0.0014520
    -145.9604160760741820     -0.0021405
    -145.3571457042785369      0.0042228
    -144.7538729033756795      0.0067955
    -144.1505976733655245      0.0036589
    -143.5473200141815084      0.0108214
    -142.9440399258902801      0.0178972
    -142.3407574084251905      0.0329051
    -141.7374724617529296      0.0277624
    -141.1341850859402030      0.0031322
    -140.5308952809203049      0.0025947
    -139.9276030466600105     -0.0095291
    -139.3243083831593481      0.0029431
    -138.7210112904182324      0.0264449
    -138.1177117684367772      0.0253439
    -137.5144098171815870      0.0109535
    -136.9111054365861548     -0.0057164
    -136.3077986267170445      0.0064390
    -135.7044893875409741      0.0159748
    -135.1011777189580698      0.0367128
    -134.4978636211014589      0.0147182
    -133.8945470938713527      0.0115583
    -133.2912281372676659      0.0146829
    -132.6879067511906101      0.0119321
    -132.0845829357733123      0.0235606
    -131.4812566909158988      0.0233890
    -130.8779280166516799      0.0274705
    -130.2745969128474712      0.0344390
    -129.6712633796697673      0.0293937
    -129.0679274169521022      0.0237218
    -128.4645890247942930      0.0350704
    -127.8612482030300015      0.0293003
    -127.2579049518256085      0.0251922
    -126.6545592710479582      0.0192264
    -126.0512111606637973      0.0063524
    -125.4478606207729428      0.0072082
    -124.8445076513088736      0.0298325
    -124.2411522522049978      0.0246082
    -123.6377944234613011      0.0217436
    -123.0344341651443614      0.0274551
    -122.4310714771876434      0.0344449
    -121.8277063595578227      0.0238787
    -121.2243388121883356      0.0197249
    -120.6209688352123379      0.0435249
    -120.0175964285299557      0.0404936
    -119.4142215921079213      0.0374488
    -118.8108443259129530      0.0307675
    -118.2074646300116001      0.0246471
    -117.6040825043705951      0.0254886
    -117.0006979488900924      0.0414015
    -116.3973109636699235      0.0389583
    -115.7939215486435245      0.0394013
    -115.1905297038109097      0.0431495
    -114.5871354290722195      0.0305356
    -113.9837387245273135      0.0498044
    -113.3803395901428814      0.0394195
    -112.7769380258523881      0.0488069
    -112.1735340316558194      0.0456145
    -111.5701276075864570      0.0464863
    -110.9667187535777373      0.0648814
    -110.3633074695963643      0.0426109
    -109.7598937556756482      0.0572673
    -109.1564776118155606      0.0395664
    -108.5530590379828340      0.0460077
    -107.9496380341109045      0.0713308
    -107.3462146002663218      0.0598411
    -106.7427887363825221      0.0623447
    -106.1393604424595338      0.0373739
    -105.5359297184307650      0.0487650
    -104.9324965643960610      0.0579546
    -104.3290609802888582      0.0494409
    -103.7256229660426214      0.0455805
    -103.1221825216573080      0.0678202
    -102.5187396471994816      0.0706146
    -101.9152943425693394      0.0655423
    -101.3118466077668387      0.0367038
    -100.7083964428252756      0.0279494
    -100.1049438476780864      0.0499667
     -99.5014888223585672      0.0599380
     -98.8980313667668440      0.0454066
     -98.2945714809694948      0.0490854
     -97.6911091649665195      0.0371313
     -97.0876444186580443      0.0486987
     -96.4841772420441117      0.0416316
     -95.8807076351912713      0.0445182
     -95.2772355980329309      0.0480105
     -94.6737611305358371      0.0628057
     -94.0702842326999757      0.0472082
     -93.4668049045586571      0.0472352
     -92.8633231460119930      0.0586461
     -92.2598389570599977      0.0530261
     -91.6563523377692491      0.0498335
     -91.0528632880731550      0.0549029
     -90.4493718079384621      0.0555750
     -89.8458778973318744      0.0521151
     -89.2423815563199412      0.0448279
     -88.6388827848361132      0.0651664
     -88.0353815828803903      0.0583551
     -87.4318779503862231      0.0719294
     -86.8283718873868509      0.0557005
     -86.2248633939155837      0.0479172
     -85.6213524698392803      0.0737264
     -85.0178391152245325      0.0781290
     -84.4143233300713121      0.0676701
     -83.8108051143463371      0.0599057
     -83.2072844679497621      0.0627302
     -82.6037613910147286      0.0593530
     -82.0002358834081093      0.0885597
     -81.3967079451964395      0.0912506
     -80.7931775762798878      0.0776919
     -80.1896447767250322      0.0848540
     -79.5861095464652948      0.0968480
     -78.9825718855339431      0.1068948
     -78.3790317938311460      0.0978941
     -77.7754892714567490      0.1111825
     -77.1719443183109064      0.1028261
     -76.5683969343603223      0.1167995
     -75.9648471197048707      0.1195002
     -75.3612948742446775      0.1374231
     -74.7577401979797429      0.1400765
     -74.1541830908435173      0.1308022
     -73.5506235529358321      0.1331320
     -72.9470615841901520      0.1635330
     -72.3434971845398707      0.1842807
     -71.7399303539850024      0.1669182
     -71.1363610925921250      0.1813193
     -70.5327894002946607      0.1866086
     -69.9292152770260316      0.1917587
     -69.3256387228861115      0.2063235
     -68.7220597377750551      0.2110883
     -68.1184783216928196      0.2188479
     -67.5148944745728841      0.2210763
     -66.9113081965150798      0.2424402
     -66.3077194874528146      0.2713954
     -65.7041283473861455      0.2729269
     -65.1005347762151700      0.2824314
